Country,State,LGA,District/Ward,Postal Code,Locality,Suburb,Latitude,Longitude
Nigeria,Abuja,Abuja Municipality,Abuja,900285,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900286,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900287,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900288,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900211,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900221,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900231,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900241,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900242,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900243,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900244,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900245,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900246,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900247,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900271,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900281,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900285,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900286,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900287,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900288,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900211,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900221,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900231,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900241,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900242,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900243,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900244,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900245,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900246,Abuja,,9.066667,7.483333
Nigeria,Abuja,Abuja Municipality,Abuja,900247,Abuja,,9.066667,7.483333
Nigeria,Imo,Ideato North,Osina,475102,Durunogbu,,5.885760,7.102720
Nigeria,Imo,Ideato North,Osina,475102,Eluama,,5.885760,7.102720
Nigeria,Imo,Ideato North,Osina,475102,Ofe-Eke,,5.885760,7.102720
Nigeria,Imo,Ideato North,Osina,475102,Uhuala,,5.885760,7.102720
Nigeria,Cross River,Bekwarra,Afrike,550103,England Afrike,,6.607090,8.869690
Nigeria,Cross River,Bekwarra,Afrike,550103,Ochagbe,,6.607090,8.869690
Nigeria,Cross River,Bekwarra,Afrike,550103,Okpaech,,6.607090,8.869690
Nigeria,Adamawa,Gayuk,Guyuk,643101,Guyuk,,9.905560,11.928330
Nigeria,Adamawa,Gayuk,Guyuk,643101,Jagira,,9.905560,11.928330
Nigeria,Adamawa,Gayuk,Guyuk,643101,Lakumna,,9.905560,11.928330
Nigeria,Adamawa,Gayuk,Guyuk,643101,Purakayo,,9.905560,11.928330
Nigeria,Adamawa,Gayuk,Guyuk,643101,Udun Guyuk,,9.905560,11.928330
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Binkola,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Chukkol,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Garu,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Gengle,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Kauram,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Mbilla,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Ndikong,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Ribadu,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Sindigawa,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Tugga,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Wappa,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Yoffo,,9.050000,12.050000
Nigeria,Adamawa,Mayo Belwa,Mayo Belwa,641101,Yolde Gubdo,,9.050000,12.050000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Akaka,,8.277778,5.675000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Assia,,8.277778,5.675000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Egbe,,8.216670,5.516670
Nigeria,Kogi,Yagba West,West-Yagba,262103,Ejiba,,8.300000,5.633330
Nigeria,Kogi,Yagba West,West-Yagba,262103,Iddo,,8.266670,5.700000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Igbaraku,,8.277778,5.675000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Isanlu Esa,,8.483330,5.483330
Nigeria,Kogi,Yagba West,West-Yagba,262103,Iyemerin,,8.277778,5.675000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Odo-Ara,,8.277778,5.675000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Odo-Ere,,8.250000,5.550000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Odo-Eri,,8.283330,5.583330
Nigeria,Kogi,Yagba West,West-Yagba,262103,Odosin,,8.333330,5.700000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Ogbe,,8.100000,5.616670
Nigeria,Kogi,Yagba West,West-Yagba,262103,Ogga,,8.183330,5.650000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Oke-Ere,,8.277778,5.675000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Okoloke,,8.433330,5.466670
Nigeria,Kogi,Yagba West,West-Yagba,262103,Okoto,,8.266670,6.566670
Nigeria,Kogi,Yagba West,West-Yagba,262103,Okunran,,8.277778,5.675000
Nigeria,Kogi,Yagba West,West-Yagba,262103,Omi,,8.216670,5.633330
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Ezi-Ogidi,,6.146390,6.872900
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Ikenga-Ogidi,,6.146390,6.872900
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Ireh-Ogidi,,6.146390,6.872900
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Nkwelle-Ogidi,,6.146390,6.872900
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Odida-Ogidi,,6.146390,6.872900
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Ogidiani Ukwu,,6.146390,6.872900
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Ogidiani-Etiti,,6.146390,6.872900
Nigeria,Anambra,Idemili North,Ogidi (Rural),434101,Uru-Ogidi,,6.146390,6.872900
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Baltongo,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Baure,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Boltongoyel,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Dangar,,10.263910,11.341930
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Dumbu,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Jannawo,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Kakkau,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Kanawa,,10.271130,11.323460
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Kunnuwal,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Kuri,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Lambam,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Lano,,10.170410,11.472870
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Nasarawo,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Nono,,10.147340,11.386090
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Nono M. Isa,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Poli,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Saruje,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,W. Birdeka,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Wajari Jodoma,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Wudil,,10.166470,11.295670
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Yelwa Kuri,,10.302224,11.362329
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Zagaina,,10.855560,11.392080
Nigeria,Gombe,Yamaltu-Deba,Deba,761101,Zamfarawa,,10.240750,11.324200
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Abule Iyalode,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Abule Olopa,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Abule Olope,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Abule Olusoji,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Abule Sondiro I,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Abule Sondiro II,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Adewale,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Agbada,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Agbomola,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ajibabi,,6.800000,2.883330
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Akamu,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Akinde,,6.830320,3.088120
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Akinlade,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Akiti,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Aladie,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Alagbado,,6.685420,3.301420
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Alagbe,,6.766670,2.950000
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Alarabe,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Alugangan,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Apakoso,,6.827450,3.053680
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Araromi Ifelodun,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Araromi Yesufu,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Arogun Ategbe,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Asafo village,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Asipa,,7.050000,3.266670
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Atoyo,,6.757760,4.085640
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Atoyo I,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Atoyo II,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Booda,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Damolapa,,7.066670,3.333330
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Egbo Oloparun,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Elemere,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Eleyale Dada,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Eleyele,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Erinmi,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Erinmi Oguntade,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Etute Adewale,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Fagbohun,,6.850000,2.883330
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Feyisitan,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Gbogo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Gbokoto,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Gbokoto ijanna,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idi Isin,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idi Mangoro,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idi Obi,,7.216670,3.583330
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idi Osan,,7.100000,3.516670
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idi Osun,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idogo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idola,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idologun,,6.783330,2.816670
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Idolude,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ieoye,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Iganmu Isale,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Iganmu Olosa,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Igbeji,,6.800000,2.900000
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Igbeme,,6.916670,2.783330
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Igbintedo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ijado,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ijanna,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ijegun,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ijoke,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ilaro,,6.886530,3.020500
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ilobi Onuwa,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Imeke,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Imoro,,6.710470,3.494960
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ipaja Town,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ipake,,6.791690,3.034170
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Irogun Adebo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Irogun Akere,,6.816670,2.983330
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Irogun Olatunji,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Irogun Olurunde,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Isaga - Olutunji,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ita Baba Monday,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Itolu,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Itoro Town,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Iweke,,6.836710,3.008190
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Iwogia,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Jaja,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Jeburu,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Kajola Palaki,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Kakanfo,,6.866670,2.900000
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Koto -Obo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Kudoro,,6.980860,3.582120
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Kudu,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Odan Apadi,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Oguntedo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ojete,,6.833330,2.900000
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ojetedo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Oke Iganmu,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Oke-Ayo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Ologorin,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Olokuta,,6.783330,2.850000
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Oloparun Fadare,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Olorunlekan,,7.133330,3.416670
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Olorunsogo,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Olose,,6.816670,3.183330
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Oluiye,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Oluta,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Olute,,6.866670,2.950000
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Omilende,,7.033330,3.016670
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Omolere,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Onitubu,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Oniyaha,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Orile Itoro,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Sarunmi,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Sobola,,6.881749,3.140202
Nigeria,Ogun,Abeokuta South,Ilaro (Rural),111101,Yewe matta,,6.881749,3.140202
Nigeria,Kaduna,Kauru,Kauru,811101,Dawaki,,10.525516,8.149972
Nigeria,Kaduna,Kauru,Kauru,811101,Galadimawa,,10.400000,8.316670
Nigeria,Kaduna,Kauru,Kauru,811101,Kauru,,10.575980,8.147820
Nigeria,Kaduna,Kauru,Kauru,811101,Kware,,10.451000,8.191550
Nigeria,Kaduna,Kauru,Kauru,811101,Kwassam,,10.525516,8.149972
Nigeria,Kaduna,Kauru,Kauru,811101,Magajin-Gari,,10.525516,8.149972
Nigeria,Kaduna,Kauru,Kauru,811101,Majidadi,,10.525516,8.149972
Nigeria,Kaduna,Kauru,Kauru,811101,Makami,,10.583930,8.060490
Nigeria,Kaduna,Kauru,Kauru,811101,Wutana,,10.616670,8.033330
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Anwa Udo,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ata Ntak,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Edem idim Ibesit,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Eteben,,4.791030,7.700500
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ibesit Ekoi,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Idung Ntuk Uma,,4.748650,7.621200
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Afanga,,4.856680,7.706960
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Akam,,4.803830,7.731630
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Akama,,4.777180,7.678690
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Akpam,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Akpan Mbure,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Akpan Nsek,,4.729220,7.569830
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Akpan Udo,,4.672840,7.584240
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Esikan,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Essien,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Iba,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Idem,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Ikpene,,4.784850,7.663240
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Ndo,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Offiong,,4.835150,7.700600
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Oko Etok,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot Okpong,,4.910810,7.779780
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Oku,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Omono,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Oto,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Owuk,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot udo Aduak,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ikot udo Etok,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Udo Offiong,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Udoro,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Ikot Ukpong Obio,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Isama,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Itung Ekpip,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Kpong,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Ntak Ibesit,,4.889610,7.742420
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Nto Adua,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Okpotoro,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Uruk Enung,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533112,Uruk Obong,,4.957180,7.784540
Nigeria,Akwa Ibom,Oruk Anam,Ibesit,533108,Warite,,4.957180,7.784540
Nigeria,Imo,Ohaji-Egbema,Obudi-Agwa,464112,Aro,,5.566200,6.889060
Nigeria,Imo,Ohaji-Egbema,Obudi-Agwa,464112,Mgbala,,5.566200,6.889060
Nigeria,Imo,Ohaji-Egbema,Obudi-Agwa,464112,Obudi,,5.566200,6.889060
Nigeria,Imo,Ohaji-Egbema,Obudi-Agwa,464112,Uba,,5.566200,6.889060
Nigeria,Imo,Oru West,Eleh,474108,Ihitte,,5.763160,6.939100
Nigeria,Imo,Oru West,Eleh,474108,Umuabiahu,,5.763160,6.939100
Nigeria,Imo,Oru West,Eleh,474108,Umuezike,,5.763160,6.939100
Nigeria,Imo,Oru West,Eleh,474108,Umuoma,,5.763160,6.939100
Nigeria,Niger,Magama,Auna,923106,Agido,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Aiki,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Akutu,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Akwan Manke,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Akwaru,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Alunguci,,10.351850,4.871460
Nigeria,Niger,Magama,Auna,923106,Alura,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Amale,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Amali,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Anaba,,10.533330,5.016670
Nigeria,Niger,Magama,Auna,923106,Andarai,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/ Dawa,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/Dakuza,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/Dan Auta,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/Dandariya,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/M. Bako,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/Nadawaju,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/Nasamu,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Ang/Sansana,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Anifani,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Arhu,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Asala-Karama,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Asaya,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Auna,,10.188050,4.723180
Nigeria,Niger,Magama,Auna,923106,Awanjabi,,10.188050,4.723180
